"","COD_DPTO","Departamento","COD_MUNICIPIO","cod_unique_municipio","Municipio","week_1st","xcoord","ycoord"
"774","15","BOYACA","185","15185","CHITARAQUE",64,1738088.41752,1157993.38781
"775","05","ANTIOQUIA","315","05315","GUADALUPE",65,1536862.26802,1253238.12462
"776","54","NORTE SANTANDER","206","54206","CONVENCION",65,1758223.26715,1480036.35349
"777","05","ANTIOQUIA","284","05284","FRONTINO",66,1414418.67078,1233275.35796
"778","17","CALDAS","541","17541","PENSILVANIA",67,1544898.02788,1091885.35378
"779","91","AMAZONAS","407","91407","LA PEDRERA (CD)",67,2123058.53556,331462.16856
"780","68","SANTANDER","745","68745","SIMACOTA",69,1707757.00079,1231474.71201
"781","17","CALDAS","444","17444","MARQUETALIA",71,1558965.70151,1081116.78762
"782","25","CUNDINAMARCA","807","25807","TIBIRITA",75,1729415.24085,1057668.07938
"783","88","SAN ANDRES","564","88564","PROVIDENCIA",75,859547.67846,1968926.05764
"784","15","BOYACA","401","15401","LA VICTORIA",76,1649202.16095,1104988.18384
"785","05","ANTIOQUIA","197","05197","COCORNA",78,1545073.64522,1158306.163
"786","15","BOYACA","804","15804","TIBANA",78,1742595.81442,1081967.19021
"787","15","BOYACA","681","15681","SAN PABLO DE BORBUR",79,1661796.53325,1122972.7765
"788","05","ANTIOQUIA","819","05819","TOLEDO",81,1482626.38972,1269887.48144
"789","15","BOYACA","686","15686","SANTANA",82,1730865.32171,1166057.65809
"790","41","HUILA","359","41359","ISNOS (SAN JOSE DE ISNOS)",82,1425427.90387,714161.5594
"791","25","CUNDINAMARCA","754","25754","SOACHA",83,1650045.95694,996150.11151
"792","25","CUNDINAMARCA","817","25817","TOCANCIPA",83,1683209.92805,1044393.0798
"793","68","SANTANDER","855","68855","VALLE DE SAN JOSE",83,1772640.26758,1208580.99926
"794","05","ANTIOQUIA","306","05306","GIRALDO",84,1456993.19569,1230481.12009
"795","15","BOYACA","580","15580","QUIPAMA",84,1650356.93131,1109980.79322
"796","18","CAQUETA","860","18860","VALPARAISO",84,1495846.96465,609473.72898
"797","41","HUILA","006","41006","ACEVEDO",84,1454466.79081,681237.25829
"798","41","HUILA","378","41378","LA ARGENTINA",84,1440831.21541,733561.31949
"799","52","NARIÑO","480","52480","NARIÑO",84,1303231.56957,633559.10009
"800","54","NORTE SANTANDER","245","54245","EL CARMEN",84,1742093.00273,1479160.27521
"801","68","SANTANDER","820","68820","TONA",84,1790400.83405,1290894.84411
"802","05","ANTIOQUIA","282","05282","FREDONIA",85,1487517.45521,1144740.74774
"803","15","BOYACA","632","15632","SABOYA",85,1702550.41188,1125919.68227
"804","17","CALDAS","662","17662","SAMANA",85,1564034.13201,1106819.44706
"805","25","CUNDINAMARCA","430","25430","MADRID",85,1646501.18146,1022253.55099
"806","25","CUNDINAMARCA","473","25473","MOSQUERA",85,1649275.36038,1011164.5623
"807","27","CHOCO","450","27450","MEDIO SAN JUAN",85,1363312.55962,1025092.721
"808","52","NARIÑO","573","52573","PUERRES",85,1306803.8086,583264.68064
"809","52","NARIÑO","378","52378","LA CRUZ",86,1351164.44385,667204.4881
"810","27","CHOCO","800","27800","UNGUIA",87,1327889.34444,1390589.43602
"811","52","NARIÑO","215","52215","CORDOBA",87,1302564.23823,577093.59305
"812","19","CAUCA","050","19050","ARGELIA",88,1313162.87145,749646.13284
"813","25","CUNDINAMARCA","518","25518","PAIME",88,1656558.73048,1090710.3097
"814","25","CUNDINAMARCA","871","25871","VILLAGOMEZ",88,1653698.72116,1077679.92983
"815","52","NARIÑO","683","52683","SANDONA",88,1291776.30544,634348.99362
"816","52","NARIÑO","885","52885","YACUANQUER",88,1295361.63643,616358.8199
"817","25","CUNDINAMARCA","095","25095","BITUIMA",89,1616460.44256,1030353.27995
"818","68","SANTANDER","444","68444","MATANZA",89,1777328.26609,1310514.19363
"819","68","SANTANDER","720","68720","SANTA HELENA DEL OPON",90,1720097.0559,1205028.21064
"820","05","ANTIOQUIA","107","05107","BRICENO",91,1499301.42053,1280628.43139
"821","15","BOYACA","109","15109","BUENAVISTA",91,1680212.93448,1102261.62546
"822","25","CUNDINAMARCA","295","25295","GACHANCIPA",91,1688983.87844,1049026.45111
"823","68","SANTANDER","318","68318","GUACA",91,1803708.07771,1265746.28056
"824","54","NORTE SANTANDER","174","54174","CHITAGA",92,1836753.98401,1278330.28008
"825","68","SANTANDER","245","68245","EL GUACAMAYO",92,1725455.36908,1187801.82243
"826","05","ANTIOQUIA","125","05125","CAICEDO",93,1452169.6436,1203871.84486
"827","05","ANTIOQUIA","686","05686","SANTA ROSA DE OSOS",94,1513529.1926,1232393.99849
"828","15","BOYACA","816","15816","TOGUI",94,1731106.70943,1150943.90015
"829","18","CAQUETA","460","18460","MILAN",94,1522671.23471,618988.05312
"830","19","CAUCA","701","19701","SANTA ROSA",94,1394053.0978,660164.00824
"831","52","NARIÑO","418","52418","LOS ANDES (SOTOMAYOR)",94,1263456.47748,676871.76703
"832","68","SANTANDER","524","68524","PALMAS SOCORRO",94,1753456.59108,1203551.49012
"833","68","SANTANDER","152","68152","CARCASI",95,1832502.8756,1234542.70254
"834","05","ANTIOQUIA","368","05368","JERICO",96,1478108.80697,1131594.51832
"835","68","SANTANDER","867","68867","VETAS",96,1796601.43333,1307861.5952
"836","05","ANTIOQUIA","847","05847","URRAO",97,1422805.00422,1193874.14974
"837","15","BOYACA","218","15218","COVARACHIA",98,1813722.8459,1218629.85534
"838","19","CAUCA","585","19585","PURACE",101,1412557.18357,744607.2769
"839","54","NORTE SANTANDER","670","54670","SAN CALIXTO",102,1763756.30341,1433419.1771
"840","25","CUNDINAMARCA","178","25178","CHIPAQUE",106,1669165.75686,983874.37273
"841","25","CUNDINAMARCA","286","25286","FUNZA",106,1653342.87278,1019122.88677
"842","66","RISARALDA","318","66318","GUATICA",108,1474083.46367,1081713.87632
"843","05","ANTIOQUIA","361","05361","ITUANGO",109,1467199.30858,1301528.88181
"844","68","SANTANDER","217","68217","COROMORO",109,1787235.55382,1186510.16826
"845","13","BOLIVAR","655","13655","SAN JACINTO DEL CAUCA",110,1596824.31117,1406733.49322
"846","54","NORTE SANTANDER","344","54344","HACARI",110,1772780.30312,1423326.63564
"847","68","SANTANDER","549","68549","PINCHOTE",110,1765194.93022,1217315.02838
"848","15","BOYACA","106","15106","BRICENO",111,1684601.73525,1123008.41174
"849","19","CAUCA","022","19022","ALMAGUER",111,1360954.81482,703576.15702
"850","05","ANTIOQUIA","789","05789","TAMESIS",112,1484308.04667,1120987.24871
"851","68","SANTANDER","780","68780","SURATA",112,1784510.45493,1324738.35999
"852","52","NARIÑO","001","52001","PASTO",114,1319722.55563,611736.4342
"853","52","NARIÑO","788","52788","TANGUA",114,1303617.57416,609561.40276
"854","05","ANTIOQUIA","113","05113","BURITICA",120,1460843.65617,1246697.68844
"855","05","ANTIOQUIA","674","05674","SAN VICENTE",126,1526189.86922,1191963.72408
"856","25","CUNDINAMARCA","288","25288","FUQUENE",126,1700367.98341,1094337.4619
"857","52","NARIÑO","258","52258","EL TABLON",127,1344291.33989,647843.0342
"858","68","SANTANDER","872","68872","VILLANUEVA",129,1766236.15532,1236487.33658
"859","68","SANTANDER","327","68327","GUEPSA",136,1720954.01547,1163239.62112
"860","97","VAUPES","666","97666","TARAIRA",136,2138062.71529,410874.40416
"861","15","BOYACA","212","15212","COPER",137,1671666.2789,1097012.39113
"862","15","BOYACA","600","15600","RAQUIRA",137,1716068.46206,1103404.31671
"863","73","TOLIMA","347","73347","HERVEO",138,1536692.60937,1054238.77687
"864","86","PUTUMAYO","760","86760","SANTIAGO",144,1342064.52197,612004.06697
"865","15","BOYACA","522","15522","PANQUEBA",145,1844899.35155,1210590.37258
"866","18","CAQUETA","756","18756","SOLANO",150,1776459.42737,515257.23613
"867","25","CUNDINAMARCA","777","25777","SUPATA",162,1649384.90516,1054405.6754
"868","05","ANTIOQUIA","690","05690","SANTO DOMINGO",164,1546528.51847,1211096.29302
"869","54","NORTE SANTANDER","385","54385","LA ESPERANZA",168,1742600.89483,1348563.94202
"870","15","BOYACA","660","15660","SAN EDUARDO",175,1781094.75575,1074984.86051
"871","91","AMAZONAS","669","91669","PUERTO SANTANDER (CD)",176,1909044.90796,368692.14304
"872","73","TOLIMA","622","73622","RONCESVALLES",181,1498311.73571,946288.87174
"873","68","SANTANDER","229","68229","CURITI",192,1782522.38125,1229196.26338
"874","19","CAUCA","824","19824","TOTORO",222,1410336.08524,769279.71644
"875","27","CHOCO","025","27025","ALTO BAUDO (PIE DE PATO)",225,1331763.93265,1115908.77025
