"","COD_DPTO","Departamento","COD_MUNICIPIO","cod_unique_municipio","Municipio","week_1st","xcoord","ycoord"
"434","25","CUNDINAMARCA","175","25175","CHIA",31,1671263.33687,1032784.00839
"435","25","CUNDINAMARCA","491","25491","NOCAIMA",31,1631730.09809,1054739.53882
"436","25","CUNDINAMARCA","513","25513","PACHO",31,1656858.61511,1066332.99134
"437","25","CUNDINAMARCA","594","25594","QUETAME",31,1692336.65396,973921.94193
"438","25","CUNDINAMARCA","662","25662","SAN JUAN DE RIO SECO",31,1601996.82152,1029488.0768
"439","25","CUNDINAMARCA","878","25878","VIOTA",31,1621637.36699,984643.18669
"440","41","HUILA","503","41503","OPORAPA",31,1449415.85096,720253.26279
"441","41","HUILA","668","41668","SAN AGUSTIN",31,1407587.44649,704966.95808
"442","41","HUILA","797","41797","TESALIA",31,1489249.13563,772002.52297
"443","50","META","006","50006","ACACIAS",31,1707019.3825,937883.16865
"444","50","META","124","50124","CABUYARO",31,1792939.21837,972655.82432
"445","50","META","313","50313","GRANADA",31,1704845.58567,880785.23158
"446","54","NORTE SANTANDER","418","54418","LOURDES",31,1799274.5901,1379421.59871
"447","68","SANTANDER","121","68121","CABRERA",31,1756807.05311,1222619.2687
"448","68","SANTANDER","190","68190","CIMITARRA",31,1654651.24477,1204326.29986
"449","68","SANTANDER","895","68895","ZAPATOCA",31,1753112.69868,1252870.84708
"450","73","TOLIMA","168","73168","CHAPARRAL",31,1499021.7988,907003.81511
"451","73","TOLIMA","408","73408","LERIDA",31,1572468.9543,1032027.07186
"452","73","TOLIMA","678","73678","SAN LUIS",31,1551971.49455,950018.67818
"453","76","VALLE","306","76306","GINEBRA",31,1432078.5733,906733.64914
"454","76","VALLE","377","76377","LA CUMBRE",31,1387676.70767,901028.57813
"455","76","VALLE","869","76869","VIJES",31,1400927.43393,906550.473
"456","05","ANTIOQUIA","044","05044","ANZA",32,1461247.44704,1191147.17665
"457","05","ANTIOQUIA","142","05142","CARACOLI",32,1592120.4407,1195666.82597
"458","05","ANTIOQUIA","660","05660","SAN LUIS",32,1567086.35121,1159500.07929
"459","05","ANTIOQUIA","736","05736","SEGOVIA",32,1603392.29586,1298992.70847
"460","05","ANTIOQUIA","790","05790","TARAZA",32,1516641.95112,1322638.63345
"461","05","ANTIOQUIA","893","05893","YONDO (CASABE)",32,1655295.50516,1261648.84646
"462","13","BOLIVAR","744","13744","SIMITI",32,1673271.35995,1364879.77983
"463","15","BOYACA","299","15299","GARAGOA",32,1751660.21466,1058496.18096
"464","15","BOYACA","469","15469","MONIQUIRA",32,1723459.37755,1144345.91389
"465","17","CALDAS","001","17001","MANIZALES",32,1507306.69838,1055674.60818
"466","17","CALDAS","013","17013","AGUADAS",32,1513207.52858,1112669.06917
"467","17","CALDAS","050","17050","ARANZAZU",32,1510865.22539,1075903.69239
"468","17","CALDAS","495","17495","NORCASIA",32,1579374.12904,1117812.51418
"469","17","CALDAS","616","17616","RISARALDA",32,1479307.18188,1058670.77544
"470","17","CALDAS","867","17867","VICTORIA",32,1581641.75779,1096675.0967
"471","18","CAQUETA","001","18001","FLORENCIA",32,1503374.4825,685786.34619
"472","19","CAUCA","212","19212","CORINTO",32,1430256.13492,839410.665
"473","19","CAUCA","532","19532","PATIA (EL BORDO)",32,1336060.36939,729632.47876
"474","19","CAUCA","573","19573","PUERTO TEJADA",32,1406942.75161,853728.99412
"475","19","CAUCA","821","19821","TORIBIO",32,1431025.17209,821572.08437
"476","20","CESAR","750","20750","SAN DIEGO",32,1745658.08327,1624207.43383
"477","25","CUNDINAMARCA","290","25290","FUSAGASUGA",32,1632533.61307,972222.39182
"478","25","CUNDINAMARCA","328","25328","GUAYABAL DE SIQUIMA",32,1621463.39162,1033902.76302
"479","25","CUNDINAMARCA","398","25398","LA PEÑA",32,1629574.91632,1070110.78582
"480","25","CUNDINAMARCA","488","25488","NILO",32,1607338.57518,968842.76488
"481","25","CUNDINAMARCA","649","25649","SAN BERNARDO",32,1636545.42025,951960.53051
"482","25","CUNDINAMARCA","851","25851","UTICA",32,1621796.2727,1068729.59437
"483","27","CHOCO","001","27001","QUIBDO",32,1378242.3939,1149653.19426
"484","27","CHOCO","425","27425","MEDIO ATRATO",32,1377073.42225,1160166.54345
"485","27","CHOCO","615","27615","RIOSUCIO",32,1313325.43611,1309941.34947
"486","27","CHOCO","810","27810","UNION PANAMERICANA",32,1380672.69809,1077250.65452
"487","41","HUILA","013","41013","AGRADO",32,1485577.80691,743477.59032
"488","41","HUILA","615","41615","RIVERA",32,1539017.95879,800519.4865
"489","41","HUILA","676","41676","SANTA MARIA",32,1494551.03103,816320.96278
"490","41","HUILA","872","41872","VILLAVIEJA",32,1549604.04421,856596.84903
"491","44","GUAJIRA","420","44420","LA JAGUA DEL PILAR",32,1768774.49221,1656854.60448
"492","50","META","573","50573","PUERTO LOPEZ",32,1827647.2497,939442.06842
"493","54","NORTE SANTANDER","800","54800","TEORAMA",32,1763218.82454,1467521.61056
"494","66","RISARALDA","687","66687","SANTUARIO",32,1454542.07119,1051167.0775
"495","68","SANTANDER","209","68209","CONFINES",32,1758287.04217,1199591.49172
"496","68","SANTANDER","235","68235","EL CARMEN DE CHUCURI",32,1721658.36286,1233471.07901
"497","68","SANTANDER","271","68271","FLORIAN",32,1679337.08528,1136921.92809
"498","73","TOLIMA","124","73124","CAJAMARCA",32,1508890.90808,980640.47613
"499","73","TOLIMA","148","73148","CARMEN DE APICALA",32,1592715.98459,949706.04212
"500","73","TOLIMA","236","73236","DOLORES",32,1586885.21842,891305.77645
"501","73","TOLIMA","283","73283","FRESNO",32,1557838.67494,1067514.60272
"502","73","TOLIMA","483","73483","NATAGAIMA",32,1551286.88729,884738.96629
"503","73","TOLIMA","520","73520","PALOCABILDO",32,1561685.85948,1057257.86264
"504","73","TOLIMA","616","73616","RIOBLANCO",32,1469640.36736,876301.63217
"505","73","TOLIMA","854","73854","VALLE DE SAN JUAN",32,1545356.18897,955917.38627
"506","76","VALLE","041","76041","ANSERMANUEVO",32,1449412.46019,1023415.41377
"507","81","ARAUCA","220","81220","CRAVO NORTE",32,2112937.41465,1204390.72402
"508","86","PUTUMAYO","571","86571","PUERTO GUZMAN",32,1467648.80705,574517.98476
"509","95","GUAVIARE","001","95001","SAN JOSE DEL GUAVIARE",32,1910867.80746,769373.92907
"510","05","ANTIOQUIA","040","05040","ANORI",33,1549495.63301,1290172.00918
"511","05","ANTIOQUIA","467","05467","MONTEBELLO",33,1505210.2805,1148117.20675
"512","05","ANTIOQUIA","679","05679","SANTA BARBARA",33,1498182.56969,1143858.28126
"513","15","BOYACA","223","15223","CUBARA",33,1875392.30486,1260594.11378
"514","15","BOYACA","507","15507","OTANCHE",33,1652448.4855,1131375.63321
"515","15","BOYACA","531","15531","PAUNA",33,1673924.60848,1124371.50938
"516","17","CALDAS","873","17873","VILLAMARIA",33,1515407.13115,1039841.62159
"517","18","CAQUETA","247","18247","EL DONCELLO",33,1544039.13501,690559.80956
"518","18","CAQUETA","256","18256","EL PAUJIL",33,1539607.48677,671279.7973
"519","19","CAUCA","355","19355","INZA",33,1438519.37304,768759.97563
"520","19","CAUCA","517","19517","PAEZ",33,1454486.2585,794837.86742
"521","25","CUNDINAMARCA","053","25053","ARBELAEZ",33,1631809.2931,962130.86347
"522","25","CUNDINAMARCA","148","25148","CAPARRAPI",33,1616769.58351,1089651.65917
"523","25","CUNDINAMARCA","317","25317","GUACHETA",33,1709023.64179,1091201.49438
"524","25","CUNDINAMARCA","394","25394","LA PALMA",33,1629421.0623,1084423.03777
"525","25","CUNDINAMARCA","402","25402","LA VEGA",33,1637431.27535,1045065.51607
"526","25","CUNDINAMARCA","658","25658","SAN FRANCISCO",33,1644934.50206,1043517.73643
"527","25","CUNDINAMARCA","898","25898","ZIPACON",33,1632362.04736,1020094.76237
"528","41","HUILA","801","41801","TERUEL",33,1485597.1507,804954.1184
"529","47","MAGDALENA","545","47545","PIJIÑO DEL CARMEN (PIJIÑO)",33,1652486.81464,1551341.71519
"530","50","META","330","50330","MESETAS",33,1662876.78772,842495.75244
"531","50","META","577","50577","PUERTO LLERAS",33,1762169.2524,847386.13885
"532","68","SANTANDER","077","68077","BARBOSA",33,1716103.41729,1154527.71779
"533","68","SANTANDER","211","68211","CONTRATACION",33,1729148.90549,1193366.97297
"534","68","SANTANDER","296","68296","GALAN",33,1748364.92108,1234672.62163
"535","68","SANTANDER","464","68464","MOGOTES",33,1789447.97897,1215273.4699
"536","68","SANTANDER","500","68500","OIBA",33,1754046.42607,1185053.56264
"537","68","SANTANDER","689","68689","SAN VICENTE DE CHUCURI",33,1724179.18301,1259110.7485
"538","73","TOLIMA","024","73024","ALPUJARRA",33,1571590.79551,868139.03506
"539","73","TOLIMA","152","73152","CASABIANCA",33,1542792.29278,1048536.93055
"540","73","TOLIMA","200","73200","COELLO",33,1574205.94629,975205.53005
"541","73","TOLIMA","226","73226","CUNDAY",33,1599248.36405,934101.61902
"542","73","TOLIMA","270","73270","FALAN",33,1568535.88647,1055671.27179
"543","73","TOLIMA","504","73504","ORTEGA",33,1533623.74696,928730.11696
"544","76","VALLE","036","76036","ANDALUCIA",33,1434777.42076,951163.48341
"545","76","VALLE","054","76054","ARGELIA",33,1437013.13215,1013184.96817
"546","76","VALLE","233","76233","DAGUA",33,1373172.74264,896044.85525
"547","76","VALLE","318","76318","GUACARI",33,1420517.70802,911079.98882
"548","76","VALLE","400","76400","LA UNION",33,1441382.61957,994769.98014
"549","76","VALLE","736","76736","SEVILLA",33,1465528.6763,956701.55914
"550","85","CASANARE","263","85263","PORE",33,1906074.44571,1124380.83397
"551","05","ANTIOQUIA","390","05390","LA PINTADA",34,1496199.7034,1129156.44275
"552","05","ANTIOQUIA","480","05480","MUTATA",34,1399354.84942,1303877.58578
"553","05","ANTIOQUIA","579","05579","PUERTO BERRIO",34,1614707.03379,1211900.30122
"554","15","BOYACA","753","15753","SOATA",34,1818964.33564,1196801.16591
"555","19","CAUCA","130","19130","CAJIBIO",34,1375651.66531,784550.79385
"556","19","CAUCA","698","19698","SANTANDER DE QUILICHAO",34,1398110.62307,822423.34531
"557","25","CUNDINAMARCA","483","25483","NARIÑO",34,1585959.06336,981260.00705
"558","25","CUNDINAMARCA","489","25489","NIMAIMA",34,1630925.06203,1062249.5482
"559","50","META","226","50226","CUMARAL",34,1752535.59032,963073.48991
"560","50","META","711","50711","VISTAHERMOSA",34,1714333.54912,804610.20964
"561","63","QUINDIO","401","63401","LA TEBAIDA",34,1473265.14994,983611.62154
"562","66","RISARALDA","088","66088","BELEN DE UMBRIA",34,1467107.56159,1068370.94702
"563","73","TOLIMA","217","73217","COYAIMA",34,1548207.92526,906710.82098
"564","73","TOLIMA","352","73352","ICONONZO",34,1615835.74804,950959.16821
"565","73","TOLIMA","870","73870","VILLAHERMOSA",34,1546492.90248,1042902.4226
"566","76","VALLE","616","76616","RIOFRIO",34,1411833.74645,947136.44602
"567","76","VALLE","890","76890","YOTOCO",34,1409737.50366,924369.21923
"568","97","VAUPES","001","97001","MITU",34,2080385.14773,605709.90327
"569","05","ANTIOQUIA","308","05308","GIRARDOTA",35,1512737.19596,1199537.86048
"570","05","ANTIOQUIA","501","05501","OLAYA",35,1476153.48507,1224913.62919
"571","05","ANTIOQUIA","604","05604","REMEDIOS",35,1610741.3025,1269114.46972
"572","05","ANTIOQUIA","667","05667","SAN RAFAEL",35,1562705.46217,1192349.92267
"573","05","ANTIOQUIA","761","05761","SOPETRAN",35,1479552.46478,1214822.81592
"574","15","BOYACA","480","15480","MUZO",35,1661685.75906,1106070.69905
"575","18","CAQUETA","592","18592","PUERTO RICO",35,1557460.78274,715854.46238
"576","19","CAUCA","473","19473","MORALES",35,1370076.66965,803537.86613
"577","20","CESAR","295","20295","GAMARRA",35,1703169.12365,1419456.56156
"578","25","CUNDINAMARCA","279","25279","FOMEQUE",35,1698361.22322,995553.37399
"579","41","HUILA","791","41791","TARQUI",35,1467883.52541,727961.88011
"580","50","META","370","50370","LA URIBE",35,1628746.16551,830408.29142
"581","50","META","606","50606","RESTREPO",35,1734776.13567,963465.05034
"582","50","META","680","50680","SAN CARLOS DE GUAROA",35,1757243.73225,920247.65428
"583","52","NARIÑO","435","52435","MALLAMA (PIEDRANCHA)",35,1248352.09446,619682.73974
"584","63","QUINDIO","272","63272","FILANDIA",35,1489340.65652,1009620.48417
"585","68","SANTANDER","092","68092","BETULIA",35,1740852.09363,1272582.00153
"586","68","SANTANDER","385","68385","LANDAZURI",35,1693865.01384,1196089.9428
"587","73","TOLIMA","624","73624","ROVIRA",35,1525714.29378,959636.57558
"588","73","TOLIMA","675","73675","SAN ANTONIO",35,1509003.01171,930517.07237
"589","76","VALLE","828","76828","TRUJILLO",35,1414898.62034,960866.12707
"590","85","CASANARE","230","85230","OROCUE",35,1943868.98151,1041294.00186
"591","85","CASANARE","250","85250","PAZ DE ARIPORO",35,2024414.2815,1139286.62683
"592","15","BOYACA","455","15455","MIRAFLORES",36,1766699.16845,1065504.91743
"593","25","CUNDINAMARCA","258","25258","EL PEÑON",36,1640609.0535,1076560.89762
"594","25","CUNDINAMARCA","743","25743","SILVANIA",36,1634453.75203,984842.71181
"595","25","CUNDINAMARCA","867","25867","VIANI",36,1613655.50425,1034923.52723
"596","27","CHOCO","006","27006","ACANDI",36,1307126.00271,1425533.63617
"597","27","CHOCO","135","27135","CANTON DE SAN PABLO (MANAGRU)",36,1366510.31621,1085412.77092
"598","50","META","150","50150","CASTILLA LA NUEVA",36,1727869.07454,915290.05645
"599","50","META","318","50318","GUAMAL",36,1680710.99961,930803.89637
"600","50","META","689","50689","SAN MARTIN",36,1790108.37586,885781.29758
"601","52","NARIÑO","207","52207","CONSACA",36,1293574.49849,625601.97545
"602","54","NORTE SANTANDER","398","54398","LA PLAYA",36,1760824.45419,1411408.64221
"603","63","QUINDIO","690","63690","SALENTO",36,1505023.95888,1003285.22337
"604","68","SANTANDER","615","68615","RIONEGRO",36,1741781.12482,1323919.65158
"605","76","VALLE","020","76020","ALCALA",36,1476926.64103,1010604.70108
"606","76","VALLE","823","76823","TORO",36,1443792.83383,1005922.07912
"607","15","BOYACA","244","15244","EL COCUY",37,1849803.28291,1200628.27228
"608","17","CALDAS","486","17486","NEIRA",37,1507265.50452,1066760.42355
"609","18","CAQUETA","094","18094","BELEN DE LOS ANDAQUIES",37,1468013.30242,658179.39791
"610","19","CAUCA","300","19300","GUACHENÈ",37,1409899.58124,840183.38504
"611","19","CAUCA","318","19318","GUAPI",37,1265569.76769,758845.30869
"612","25","CUNDINAMARCA","335","25335","GUAYABETAL",37,1694351.73934,962512.75807
"613","25","CUNDINAMARCA","438","25438","MEDINA",37,1742085.0032,991032.55975
"614","50","META","245","50245","EL CALVARIO",37,1707756.47448,976184.00126
"615","50","META","590","50590","PUERTO RICO",37,1773544.09153,799002.20895
"616","76","VALLE","622","76622","ROLDANILLO",37,1434213.99707,984271.29174
"617","85","CASANARE","430","85430","TRINIDAD",37,1988590.22906,1092489.58692
"618","05","ANTIOQUIA","093","05093","BETULIA",38,1456484.10689,1177553.83447
"619","18","CAQUETA","785","18785","SOLITA",38,1494598.21096,592613.00084
"620","19","CAUCA","450","19450","MERCADERES",38,1322463.84416,690374.58895
"621","50","META","400","50400","LEJANIAS",38,1665724.09339,893660.8215
"622","52","NARIÑO","678","52678","SAMANIEGO",38,1265573.04781,650087.23275
"623","66","RISARALDA","456","66456","MISTRATO",38,1456568.12261,1091990.96067
"624","76","VALLE","275","76275","FLORIDA",38,1435184.55039,857977.96605
"625","05","ANTIOQUIA","670","05670","SAN ROQUE",39,1569966.21162,1207734.93042
"626","19","CAUCA","110","19110","BUENOS AIRES",39,1378012.11935,829166.14961
"627","19","CAUCA","142","19142","CALOTO",39,1412830.31141,829282.77461
"628","19","CAUCA","256","19256","EL TAMBO",39,1341854.23721,772421.2768
"629","19","CAUCA","392","19392","LA SIERRA",39,1366762.31243,734049.75407
"630","19","CAUCA","455","19455","MIRANDA",39,1429432.23576,849546.26631
"631","19","CAUCA","845","19845","VILLARICA",39,1401856.22473,844172.21799
"632","25","CUNDINAMARCA","530","25530","PARATEBUENO",39,1766590.14578,987684.72861
"633","25","CUNDINAMARCA","645","25645","SAN ANTONIO DE TEQUENDAMA",39,1637166.56552,1002954.13146
"634","27","CHOCO","077","27077","BAJO BAUDO (PIZARRO)",39,1317280.00306,1046638.58856
"635","27","CHOCO","361","27361","ITSMINA",39,1356118.98319,1016702.67663
"636","52","NARIÑO","473","52473","MOSQUERA",39,1182277.24161,761957.09562
"637","76","VALLE","250","76250","EL DOVIO",39,1420878.69798,994886.03237
"638","85","CASANARE","225","85225","NUNCHIA",39,1887627.68298,1109156.56307
"639","85","CASANARE","300","85300","SABANALARGA",39,1787565.25497,1027870.09491
"640","05","ANTIOQUIA","313","05313","GRANADA",40,1548566.48737,1171413.68708
"641","05","ANTIOQUIA","642","05642","SALGAR",40,1453905.02951,1153664.68106
"642","18","CAQUETA","205","18205","CURILLO",40,1459597.07925,609244.09725
"643","18","CAQUETA","479","18479","MORELIA",40,1490562.35891,645145.56443
"644","19","CAUCA","418","19418","LOPEZ (MICAY)",40,1317983.75655,824080.30824
"645","25","CUNDINAMARCA","596","25596","QUIPILE",40,1613739.40584,1015582.52995
"646","41","HUILA","548","41548","PITAL",40,1472682.98591,742313.90609
"647","50","META","223","50223","CUBARRAL",40,1667916.28365,917421.71353
"648","50","META","270","50270","EL DORADO",40,1695220.71765,904125.92371
"649","50","META","325","50325","MAPIRIPAN",40,1907978.71132,840040.94029
"650","63","QUINDIO","190","63190","CIRCASIA",40,1489895.07007,1002472.48404
"651","73","TOLIMA","043","73043","ANZOATEGUI",40,1542836.37738,1005807.23474
"652","73","TOLIMA","873","73873","VILLARICA",40,1607193.91376,919919.00472
"653","85","CASANARE","125","85125","HATO COROZAL",40,1993913.0024,1175660.38143
"654","13","BOLIVAR","667","13667","SAN MARTIN DE LOBA",41,1668720.11056,1468958.502
"655","15","BOYACA","690","15690","SANTA MARIA",41,1758725.33073,1028891.92254
"656","17","CALDAS","665","17665","SAN JOSE",41,1473253.35212,1054030.43988
"657","19","CAUCA","809","19809","TIMBIQUI",41,1287678.17666,790565.96464
"658","25","CUNDINAMARCA","123","25123","CACHIPAY",41,1624312.64003,1016555.49678
"659","25","CUNDINAMARCA","126","25126","CAJICA",41,1671986.40486,1040013.43024
"660","25","CUNDINAMARCA","168","25168","CHAGUANI",41,1604968.56923,1042082.71838
"661","27","CHOCO","580","27580","RIO IRO",41,1398618.50203,1064876.61749
"662","41","HUILA","807","41807","TIMANA",41,1463224.20382,708040.98749
"663","50","META","683","50683","SAN JUAN DE ARAMA",41,1697248.64832,857733.53077
"664","52","NARIÑO","490","52490","OLAYA HERRERA(BOCAS DE SATINGA",41,1198333.94547,745093.93286
"665","52","NARIÑO","520","52520","FRANCISCO PIZARRO (SALAHONDA)",41,1165283.2908,722784.2327
"666","63","QUINDIO","548","63548","PIJAO",41,1488267.67613,969093.27555
"667","05","ANTIOQUIA","079","05079","BARBOSA",42,1525849.49571,1206723.89696
"668","05","ANTIOQUIA","842","05842","URAMITA",42,1436246.07765,1258116.30953
"669","15","BOYACA","135","15135","CAMPOHERMOSO",42,1770702.28961,1049496.61634
"670","18","CAQUETA","410","18410","LA MONTANITA",42,1539500.73817,636336.61641
"671","19","CAUCA","137","19137","CALDONO",42,1401984.05264,803142.05921
"672","25","CUNDINAMARCA","151","25151","CAQUEZA",42,1681983.69266,981363.37827
"673","52","NARIÑO","051","52051","ARBOLEDA (BERRUECOS)",42,1328168.69603,655641.65755
"674","54","NORTE SANTANDER","820","54820","TOLEDO",42,1860889.80648,1298175.18159
"675","66","RISARALDA","440","66440","MARSELLA",42,1480052.25504,1039905.62401
"676","68","SANTANDER","679","68679","SAN GIL",42,1771469.80272,1221510.7528
"677","76","VALLE","243","76243","EL AGUILA",42,1445286.2328,1036874.49574
"678","76","VALLE","246","76246","EL CAIRO",42,1428821.43711,1018877.95619
"679","76","VALLE","845","76845","ULLOA",42,1477421.15985,1013803.96766
"680","05","ANTIOQUIA","318","05318","GUARNE",43,1514031.27142,1186998.50105
"681","19","CAUCA","290","19290","FLORENCIA",43,1332869.47382,679397.17781
"682","25","CUNDINAMARCA","805","25805","TIBACUY",43,1621593.65246,971898.14628
"683","50","META","350","50350","LA MACARENA",43,1666770.96853,732128.09837
"684","63","QUINDIO","111","63111","BUENAVISTA",43,1481465.82265,976002.42485
"685","68","SANTANDER","770","68770","SUAITA",43,1744555.41057,1172589.72596
"686","15","BOYACA","407","15407","VILLA DE LEYVA",44,1728570.19397,1122408.93352
"687","19","CAUCA","622","19622","ROSAS",44,1370016.19068,741079.7135
"688","25","CUNDINAMARCA","718","25718","SASAIMA",44,1629331.77483,1041459.76443
"689","50","META","686","50686","SAN JUANITO",44,1713673.83876,989319.42978
"690","66","RISARALDA","045","66045","APIA",44,1457636.54112,1061571.51983
"691","73","TOLIMA","555","73555","PLANADAS",44,1474047.59693,835393.19521
"692","76","VALLE","126","76126","DARIEN",44,1383353.53823,928717.96937
"693","95","GUAVIARE","015","95015","CALAMAR",44,1785785.1491,671561.52667
"694","05","ANTIOQUIA","031","05031","AMALFI",45,1563866.03529,1266421.78168
"695","05","ANTIOQUIA","628","05628","SABANALARGA",45,1474033.9129,1257009.92124
"696","13","BOLIVAR","074","13074","BARRANCO DE LOBA",45,1651782.6929,1474079.706
"697","25","CUNDINAMARCA","592","25592","QUEBRADANEGRA",45,1620025.50855,1058400.95437
"698","41","HUILA","357","41357","IQUIRA",45,1490162.81317,790267.00138
"699","41","HUILA","483","41483","NATAGA",45,1477592.31652,777421.0782
"700","50","META","251","50251","EL CASTILLO",45,1688992.63772,893920.33431
"701","52","NARIÑO","250","52250","EL CHARCO",45,1253910.56217,733355.82152
"702","52","NARIÑO","260","52260","EL TAMBO",45,1299957.09716,650094.56189
"703","52","NARIÑO","696","52696","SANTA BARBARA (ISCUANDE)",45,1245121.65049,746509.59673
"704","66","RISARALDA","594","66594","QUINCHIA",45,1484192.54938,1082184.90955
"705","68","SANTANDER","101","68101","BOLIVAR",45,1661396.14765,1169265.59967
"706","68","SANTANDER","682","68682","SAN JOAQUIN",45,1801050.40716,1211797.69786
"707","05","ANTIOQUIA","364","05364","JARDIN",46,1472321.63506,1109884.86893
"708","05","ANTIOQUIA","861","05861","VENECIA",46,1476579.35076,1152294.13501
"709","19","CAUCA","533","19533","PIAMONTE",46,1420123.36887,619464.79453
"710","25","CUNDINAMARCA","580","25580","PULI",46,1599647.88028,1012835.30816
"711","52","NARIÑO","621","52621","ROBERTO PAYAN (SAN JOSE)",46,1188766.92035,701681.51555
"712","52","NARIÑO","693","52693","SAN PABLO",46,1345360.79435,677981.74063
"713","66","RISARALDA","075","66075","BALBOA",46,1458992.62092,1037044.9477
"714","05","ANTIOQUIA","858","05858","VEGACHI",47,1589254.42091,1251015.29488
"715","15","BOYACA","104","15104","BOYACA",47,1743751.81497,1097428.38267
"716","19","CAUCA","780","19780","SUAREZ",47,1370606.9465,817064.38726
"717","19","CAUCA","807","19807","TIMBIO",47,1374709.86245,754244.29398
"718","50","META","450","50450","PUERTO CONCORDIA",47,1820240.52874,798636.66953
"719","52","NARIÑO","405","52405","LEIVA",47,1307806.53527,706420.78782
"720","63","QUINDIO","302","63302","GENOVA",47,1479742.55216,955307.34469
"721","05","ANTIOQUIA","321","05321","GUATAPE",48,1545009.07538,1184966.85737
"722","15","BOYACA","832","15832","TUNUNGUA",48,1680762.63566,1127949.62324
"723","25","CUNDINAMARCA","862","25862","VERGARA",48,1640576.27589,1062059.96925
"724","52","NARIÑO","381","52381","LA FLORIDA",48,1299399.57178,639429.45093
"725","68","SANTANDER","169","68169","CHARTA",48,1784885.47937,1300625.2841
"726","95","GUAVIARE","025","95025","EL RETORNO",48,1954115.78567,725039.09461
"727","05","ANTIOQUIA","887","05887","YARUMAL",49,1511386.71735,1267028.38834
"728","25","CUNDINAMARCA","885","25885","YACOPI",49,1633969.38652,1113192.52665
"729","27","CHOCO","075","27075","BAHIA SOLANO (MUTIS)",49,1301497.12763,1188099.84129
"730","52","NARIÑO","390","52390","LA TOLA",49,1207752.57091,759422.3401
"731","52","NARIÑO","427","52427","MAGUI (PAYAN)",49,1226213.21635,702751.54541
"732","85","CASANARE","315","85315","SACAMA",49,1873587.11372,1167107.6768
"733","05","ANTIOQUIA","856","05856","VALPARAISO",50,1493099.97606,1118633.74449
"734","19","CAUCA","100","19100","BOLIVAR",50,1346656.08738,697071.08502
"735","94","GUAINIA","343","94343","BARRANCO MINAS (CD)",50,2193810.77879,864694.19864
"736","25","CUNDINAMARCA","339","25339","GUTIERREZ",51,1673281.45369,955029.95263
"737","68","SANTANDER","573","68573","PUERTO PARRA",51,1677929.97528,1235245.05156
"738","05","ANTIOQUIA","059","05059","ARMENIA",52,1472764.13647,1175231.56979
"739","05","ANTIOQUIA","209","05209","CONCORDIA",52,1462846.58633,1163375.09768
"740","05","ANTIOQUIA","240","05240","EBEJICO",52,1475573.85668,1193304.41462
"741","20","CESAR","621","20621","ROBLES (LA PAZ)",52,1756397.35384,1623857.25085
"742","27","CHOCO","160","27160","CERTEGUI",52,1394239.14981,1088911.927
"743","97","VAUPES","161","97161","CARURU",52,1977337.47341,609555.81892
"744","15","BOYACA","377","15377","LABRANZAGRANDE",53,1831938.40698,1109790.92555
"745","18","CAQUETA","029","18029","ALBANIA",53,1467319.67578,627904.75102
"746","27","CHOCO","372","27372","JURADO",53,1264967.54972,1277928.53826
"747","15","BOYACA","897","15897","ZETAQUIRA",54,1767800.62385,1080521.8338
"748","20","CESAR","013","20013","AGUSTIN CODAZZI",54,1753284.85617,1599827.59176
"749","52","NARIÑO","399","52399","LA UNION",54,1326699.31885,671101.35423
"750","68","SANTANDER","324","68324","GUAVATA",54,1705167.82278,1153207.01361
"751","05","ANTIOQUIA","353","05353","HISPANIA",55,1462337.37081,1134494.80036
"752","25","CUNDINAMARCA","181","25181","CHOACHI",55,1685380.64665,1001491.50648
"753","41","HUILA","244","41244","ELIAS",55,1459489.83226,714188.20992
"754","52","NARIÑO","612","52612","RICAURTE",55,1225961.59283,624847.14248
"755","85","CASANARE","279","85279","RECETOR",55,1812152.52649,1078513.54359
"756","25","CUNDINAMARCA","839","25839","UBALA",56,1741543.01929,1021595.3793
"757","27","CHOCO","205","27205","CONDOTO",56,1393898.1384,1053886.74922
"758","05","ANTIOQUIA","885","05885","YALI",57,1589220.56317,1237724.21119
"759","17","CALDAS","653","17653","SALAMINA",57,1517929.48767,1087583.25486
"760","20","CESAR","570","20570","PUEBLO BELLO",57,1711837.97454,1656617.50369
"761","85","CASANARE","015","85015","CHAMEZA",57,1801676.87613,1074532.84754
"762","68","SANTANDER","167","68167","CHARALA",58,1768087.32336,1181889.26624
"763","68","SANTANDER","320","68320","GUADALUPE",58,1739532.53253,1185723.29767
"764","68","SANTANDER","522","68522","PALMAR",58,1752558.88626,1218352.60764
"765","76","VALLE","863","76863","VERSALLES",58,1428584.67447,1004082.64567
"766","05","ANTIOQUIA","543","05543","PEQUE",59,1463093.99411,1272788.69334
"767","66","RISARALDA","383","66383","LA CELIA",59,1451663.01285,1044736.31734
"768","68","SANTANDER","432","68432","MALAGA",59,1813589.94517,1241008.18273
"769","68","SANTANDER","673","68673","SAN BENITO",59,1726600.17837,1170911.54108
"770","17","CALDAS","442","17442","MARMATO",60,1496427.14684,1100988.51673
"771","25","CUNDINAMARCA","823","25823","TOPAIPI",60,1642591.3528,1087023.17218
"772","17","CALDAS","388","17388","LA MERCED",62,1501421.53495,1089994.34663
"773","17","CALDAS","042","17042","ANSERMA",63,1479897.82652,1068446.31061
